cgpa,backlogs,college_tier,country,university_ranking_band,internship_count,aptitude_score,communication_score,specialization,industry,internship_quality_score,salary
7.658035929682551,1,Tier 2,Germany,300+,5,39.09104263367696,55.6281447321955,Cybersecurity,Finance,4.902389877454311,93810.33480359116
6.023325080023183,0,Tier 3,India,100-300,3,93.1775307144417,70.44522805446432,Cybersecurity,Finance,6.935880069682707,33094.82173942688
7.157488988695299,0,Tier 2,USA,100-300,2,77.54325721244665,50.56900885680229,Cybersecurity,Tech,4.03006393058491,117010.95394579713
7.137094624951977,2,Tier 1,USA,300+,2,65.4456564508142,60.41721452647887,Core CS,Consulting,4.041592784141551,118831.69603856996
6.759117043528569,1,Tier 1,UK,100-300,1,46.47307757844267,100,Data Science,Healthcare,8.11427457986931,120000
6.63148898323217,2,Tier 2,Canada,100-300,1,57.83303254122624,58.89136305154474,Core CS,Manufacturing,7.749656313282635,88509.47989666661
7.845697780975133,1,Tier 1,Germany,300+,2,67.06943441890238,58.15975278914904,Cloud,Healthcare,4.469635202874586,96668.61721636684
7.274894631654769,1,Tier 2,UK,Top 100,0,47.39750245389257,67.5162176691811,Core CS,Other,4.95449245883215,104814.50576749508
6.458462399755233,1,Tier 2,UK,100-300,4,82.59900709956592,59.69499221318251,Cloud,Consulting,6.301608831412726,84686.91344143807
7.489341031072694,0,Tier 3,USA,100-300,0,72.47843035414651,46.15722993807428,Data Science,Consulting,6.226184151781412,106688.50359912254
6.328625981421889,0,Tier 2,UK,Top 100,4,45.534161489842745,92.79945361459214,Cybersecurity,Finance,2.9186829690150975,90446.50048324626
6.7526300993190285,0,Tier 2,Canada,Top 100,2,58.99524513375074,63.31545254629896,AI/ML,Finance,5.994621690702701,112291.30117686624
7.265010745122851,3,Tier 1,USA,Top 100,0,67.58138979983883,58.29368156022438,Cloud,Healthcare,8.546200458220781,120000
6.851472818668946,0,Tier 1,USA,100-300,2,60.92216122036422,63.90556095880192,Data Science,Tech,6.212715117356119,120000
7.650020657915358,1,Tier 1,USA,100-300,2,100,66.27279982708464,Data Science,Manufacturing,3.487942941210082,120000
8.084992022856659,0,Tier 3,UK,100-300,1,64.87974088472893,84.70728075193401,Cloud,Healthcare,5.506788787337111,82201.15646142306
7.8028263183136195,0,Tier 3,India,300+,0,79.66985665363622,59.451137782526985,Core CS,Other,6.154024663509546,37311.75838311706
7.289308820038107,0,Tier 2,India,100-300,2,63.79031054285567,47.41884867052795,Cloud,Other,3.3825617031975375,51152.87360184275
7.2891164844067315,3,Tier 1,Germany,300+,2,91.21158373698674,46.553824720763814,Core CS,Consulting,4.255311428800641,94442.10847728532
8.230429253172776,0,Tier 1,USA,300+,3,67.78964578839708,63.0854605830408,Cloud,Manufacturing,5.553784828187062,120000
6.9713391687120385,1,Tier 1,USA,100-300,3,65.18645067947409,76.38156556131267,Core CS,Consulting,4.0276203989196775,120000
8.251714924651205,1,Tier 3,USA,300+,1,68.2699436432939,49.50770760056691,Cybersecurity,Tech,3.6009656843054323,94815.16666939844
7.657522003500179,1,Tier 3,UK,300+,0,76.38170449540814,89.24038464648177,Data Science,Finance,6.263580543665069,94893.48140576904
7.073408621228402,0,Tier 3,Germany,100-300,0,70.08102218053092,47.57817308183037,Core CS,Other,4.090864947938939,68570.52500017069
5.409944868319286,3,Tier 3,USA,Top 100,2,58.068257110059825,64.98401667507642,AI/ML,Finance,6.6578520106023955,97423.62787754997
6.824262489729991,0,Tier 2,Canada,300+,2,51.833688326888264,84.49519232022331,Data Science,Manufacturing,6.269912821493963,101744.33693226014
7.285690057209397,0,Tier 1,USA,Top 100,3,56.3167640113028,90.0341325014642,Core CS,Consulting,6.006305182794746,120000
8.182315235793213,1,Tier 1,USA,Top 100,0,61.96962206597941,84.63808776201843,Cloud,Tech,8.51995225007466,120000
6.585383825381082,0,Tier 2,USA,300+,1,56.8558862212335,93.92340347140006,Cloud,Consulting,7.129919004017243,101892.36113671398
6.35320511768545,1,Tier 2,UK,100-300,2,80.69108021734255,81.80780328910342,AI/ML,Other,4.860143367426313,101613.22602866862
6.598594365132371,2,Tier 3,Canada,300+,0,93.6296290378945,53.79360939201368,AI/ML,Tech,4.065425040580096,84286.81237832864
7.7323216941616595,1,Tier 2,India,100-300,3,72.37882066727013,87.127449783843,Data Science,Consulting,9.09738301249057,56419.91602723876
7.263000887727747,2,Tier 2,UK,300+,2,66.08895911654591,47.268434335277746,Data Science,Consulting,6.887604570861603,110024.35562215302
7.774915992426312,2,Tier 3,Canada,300+,3,86.7782590970496,50.03894862317296,Core CS,Finance,3.3131333804498464,70786.9702656923
6.438357524898118,1,Tier 2,India,Top 100,2,55.67692553534098,70.0907902040315,Cybersecurity,Other,4.109703274261028,42694.02280674379
6.737870282721786,1,Tier 3,UK,300+,4,86.39397162701124,79.33022269729787,Cloud,Healthcare,6.929868483256538,68654.34833664176
6.686313477494274,0,Tier 2,Canada,300+,3,57.29316077015824,70.33486719438358,AI/ML,Consulting,6.390393256833893,99970.77740603944
5.829188041494305,3,Tier 2,Germany,100-300,1,84.08207709293902,74.69440140130975,Core CS,Tech,5.051440380337284,83959.42153025616
7.236896221651661,2,Tier 3,Canada,100-300,1,53.97031211112777,73.4350718250769,Data Science,Other,5.994124088637282,88351.32373833554
7.208844217743912,2,Tier 3,Canada,300+,1,80.23811696681378,63.88990833045504,Data Science,Healthcare,3.890712105092511,86522.2332384199
5.867703406359668,1,Tier 1,USA,Top 100,3,74.60307541408635,77.27330560201337,AI/ML,Other,6.141682725321176,120000
6.725828386778584,1,Tier 1,Canada,300+,0,69.20461174184206,59.42483249438458,Cybersecurity,Tech,5.981661268737079,110946.8046526278
7.323240685451631,2,Tier 2,UK,100-300,1,73.32080014275533,42.51501540303968,AI/ML,Healthcare,5.528774709981799,107667.80963153412
8.508948720968425,2,Tier 2,UK,100-300,3,51.76507956301731,62.73903607116412,Cloud,Manufacturing,4.876423499302565,110830.55820631023
7.139662250265471,1,Tier 2,Germany,300+,1,66.9431820205612,80.73728660531377,Cloud,Finance,6.668655959011909,82321.86741402718
7.206040312578211,0,Tier 1,UK,100-300,2,46.671158761214826,70.49461061602877,AI/ML,Other,2.6909573913800564,119651.81868831695
6.940443267387066,3,Tier 3,UK,300+,4,65.95549117526582,48.532848324177536,Data Science,Healthcare,7.280589066945288,71138.25859236543
6.978788899640627,2,Tier 2,USA,Top 100,0,73.52217927783808,64.94508067048882,Data Science,Other,4.56895811215248,120000
8.97059368998823,1,Tier 1,India,Top 100,3,64.81286831565622,54.106350050137976,Cloud,Healthcare,7.11287987878831,64521.39778870185
7.24123787386689,1,Tier 2,USA,100-300,1,96.17442487237754,60.99409872260404,AI/ML,Consulting,4.2564121223927565,120000
6.972230584235805,2,Tier 1,Canada,300+,2,53.61512229960498,61.2635461592576,Data Science,Healthcare,6.550078861681699,112915.81404827636
7.914258251612017,1,Tier 3,India,100-300,1,54.10945411309767,92.6892265517834,Data Science,Tech,5.157898794122884,55363.65681111395
7.60154642614942,2,Tier 1,India,Top 100,1,88.96795361035025,83.67442399755856,Cybersecurity,Finance,6.056811158732701,65815.07789718367
6.272490036164209,0,Tier 2,Canada,Top 100,0,54.943105676246745,77.78532029831268,Cloud,Healthcare,5.102689696944962,86903.65343299905
8.12223544874888,0,Tier 2,USA,Top 100,1,73.33160765876455,56.390633145153934,Core CS,Other,4.460345284991738,117180.6464300229
5.878519149766175,2,Tier 3,USA,100-300,3,87.8503732308972,47.22893001720182,Cloud,Manufacturing,4.073713281695474,79951.35982410147
7.469485675040216,1,Tier 3,UK,300+,0,85.22528740314871,93.15650877334396,Cloud,Finance,5.793828439815774,81024.35548244389
8.752364500647984,0,Tier 2,USA,300+,1,83.17612227034276,63.51708546451569,Core CS,Manufacturing,5.09631926001374,117375.4783542674
6.207570939895449,0,Tier 3,Germany,100-300,1,73.76816180507053,74.82097608582185,AI/ML,Tech,5.144628589685482,87594.954269472
7.079721092070113,2,Tier 2,Canada,100-300,4,89.37120705027641,79.73304522195576,Cloud,Tech,4.982938528161567,101307.70616353778
6.597219476707041,0,Tier 3,India,100-300,0,89.81661571981618,99.40301182992556,Data Science,Consulting,5.6791725931563795,38553.46107428595
7.378873944508145,0,Tier 3,India,Top 100,2,73.55253910240997,65.09075153225808,Core CS,Manufacturing,4.208016002563363,40739.92334053439
6.264460612612957,1,Tier 2,Germany,Top 100,1,73.9660089868697,47.4657875749887,AI/ML,Finance,6.90021738276226,104086.78975677336
8.239947524014031,0,Tier 3,Germany,100-300,5,51.89728395984048,62.0475537190298,Core CS,Consulting,4.860859637565808,71727.7454711416
6.373397366131011,0,Tier 2,USA,Top 100,3,77.9426919499784,57.478137005945605,Cloud,Tech,6.7249055492740855,118646.2338299974
6.742350787035459,2,Tier 2,India,100-300,1,54.676920690424566,83.35676704567105,Cloud,Manufacturing,4.757658312824665,42242.78650024274
7.181967947683304,2,Tier 2,UK,100-300,2,90.04467220228261,80.55951480385833,Cloud,Healthcare,3.558239843400821,89160.1756366129
8.045714203425943,0,Tier 3,Germany,300+,1,54.12650979500461,77.19074635265952,Core CS,Finance,4.903513186807268,68812.39676321634
7.147707086825843,1,Tier 1,USA,300+,5,84.2217365484341,79.73643842034767,Data Science,Healthcare,4.70207100004438,120000
7.207906235398739,1,Tier 2,India,100-300,3,78.68782489529012,71.59412206908183,AI/ML,Manufacturing,6.537837971791659,51834.38150533472
7.625458297421848,2,Tier 2,UK,100-300,1,80.1464911954614,63.59200787138369,Core CS,Consulting,7.334968537981583,92738.98209211524
6.010439431297534,1,Tier 3,Canada,Top 100,3,30,62.12447445149609,AI/ML,Consulting,3.78178232720739,85993.21471816266
7.417553252493518,2,Tier 2,Germany,100-300,1,77.82429810885603,51.20882781679285,Cloud,Finance,7.404460430896539,87503.91387029318
7.237587738586549,0,Tier 1,India,300+,1,92.80793847419513,59.166858031965475,Core CS,Finance,3.325928130504906,55682.7790286675
7.185802957728803,2,Tier 1,India,Top 100,1,93.6085390887915,33.26544900248609,Cloud,Consulting,1.7929975182758096,58383.86112037795
7.234457978638945,3,Tier 2,India,300+,3,54.22866567379547,44.64924274970361,Core CS,Tech,6.791952202863969,45818.46034987272
6.428518865578906,0,Tier 2,Canada,Top 100,3,83.03479884715638,60.333615530960984,Cybersecurity,Manufacturing,1.4780119987084146,87031.38448687755
8.492619608915806,1,Tier 3,India,100-300,0,55.15058700685727,62.633079268357086,Cybersecurity,Tech,5.433393061824723,31719.839873145855
7.37906633672943,0,Tier 3,Canada,300+,2,34.75829329054747,50.939272125142864,Data Science,Manufacturing,5.594512925473081,88095.22644751707
7.525242886907064,2,Tier 3,UK,100-300,2,68.58660588547757,48.48683776836566,Core CS,Tech,6.851374384867606,87278.65406025974
6.220254663818142,4,Tier 3,USA,100-300,2,78.81896220639213,68.3387685073847,AI/ML,Finance,7.22724801957897,115696.30090570892
7.629667682993961,0,Tier 3,India,100-300,3,73.03829994837002,60.25019164277034,AI/ML,Finance,5.777804089612808,46706.37533487046
7.926876463205923,0,Tier 3,Germany,100-300,2,54.4091275188824,67.36439797466439,Cloud,Consulting,4.3873596814366085,76353.67644819208
7.770700903395458,0,Tier 2,Germany,300+,1,87.17318050478801,58.26607235278273,Cloud,Tech,5.826287471488825,99411.08299805784
7.330224741549198,1,Tier 2,Germany,300+,1,81.19320978959577,66.95657213289516,Cloud,Finance,5.459974186967319,88983.10866281088
7.657648127995592,1,Tier 2,Canada,300+,3,78.40048578726282,69.1703297564502,Data Science,Finance,4.480956637043681,100430.37849601802
8.517434386123158,0,Tier 2,USA,100-300,5,100,83.35600368849069,Data Science,Other,7.267166697782137,120000
6.803689507197704,2,Tier 3,Germany,100-300,0,78.45586250736247,74.49684786026874,AI/ML,Tech,4.3583454067469845,85642.5225756671
6.397011068514008,2,Tier 3,UK,100-300,2,84.37559368725849,89.21010169278443,AI/ML,Other,4.640670445812987,82131.16928080497
6.3473517720276496,1,Tier 2,UK,100-300,5,84.8448224886132,49.25365606334959,Cybersecurity,Tech,6.195360059158359,98537.61053057062
6.938318632468716,2,Tier 3,Germany,100-300,0,75.54560314796957,57.50502673684788,Data Science,Tech,8.273312207365437,95756.05685059956
7.272921579853315,3,Tier 1,USA,100-300,2,80.90946041591832,75.52032174889177,Cybersecurity,Consulting,6.8825795323261305,120000
7.221352639464016,0,Tier 1,India,300+,1,73.3604677176239,55.35406352134597,Cloud,Healthcare,3.4561112054823235,58227.857225038635
7.661746599228819,1,Tier 3,Germany,Top 100,1,82.6491433507271,82.34533617181071,Cybersecurity,Consulting,3.9864541548219017,73760.01720586052
7.010401513502326,0,Tier 1,Germany,100-300,2,73.75631114302358,46.72039771781383,Cybersecurity,Tech,2.661802721872224,117823.55249805516
8.162827261725853,0,Tier 2,Canada,300+,1,72.92986465606924,48.24627007076073,Cloud,Tech,5.806690470376275,99951.03686920188
6.788274533409635,1,Tier 1,UK,Top 100,1,96.7571288956871,65.99757803829516,Data Science,Other,5.6585012123741105,120000
9.176135333271697,0,Tier 1,India,300+,2,75.18042578173448,94.25046992386848,AI/ML,Finance,4.640184177406601,71906.88324441173
7.500533878212005,2,Tier 2,USA,100-300,1,94.73337244705974,73.39129003779638,Data Science,Finance,4.320595445047489,120000
7.5712003952736735,0,Tier 2,UK,Top 100,0,61.67467023896697,38.86789548105648,Core CS,Healthcare,8.604471741885048,94359.19092553234
6.941736869874502,0,Tier 1,India,300+,3,39.87243059067649,85.70857930174492,Cybersecurity,Consulting,4.939906497001423,49882.74554280288
5.788122220251308,2,Tier 2,Canada,100-300,0,85.90806815276551,97.2577136481594,Core CS,Healthcare,3.8808219020019332,78784.57945160723
7.6851190354587775,0,Tier 3,India,300+,1,75.72736935590565,43.43645175976114,Data Science,Finance,4.795511944969553,52414.6867022687
6.00340897703041,0,Tier 2,USA,100-300,1,60.02411564814798,67.13573085877516,Cybersecurity,Healthcare,7.147078949564372,99386.82648319978
7.1385447406809455,1,Tier 1,UK,Top 100,0,77.07588936787381,77.79837383078096,Core CS,Tech,3.860916547375998,120000
7.308253903783069,0,Tier 2,India,100-300,0,80.9382703744873,68.237128464369,AI/ML,Finance,8.169935858600661,60565.90496924576
6.2929140510390935,1,Tier 1,UK,Top 100,5,66.61949277388428,72.23278525572147,Core CS,Other,6.1489258837421215,113352.6665573643
7.122980084756422,3,Tier 3,India,100-300,3,63.513459386277056,59.35423721324261,AI/ML,Finance,6.056660146339782,49303.90867513044
6.085623761735501,0,Tier 3,Canada,100-300,3,63.41768411771869,54.17700339088765,AI/ML,Healthcare,6.931614285729045,80457.45876893567
7.286229888278626,1,Tier 3,Germany,100-300,0,100,45.52032489127456,Cybersecurity,Manufacturing,8.672977880463975,58536.306423508504
7.448627621094587,1,Tier 2,UK,100-300,3,68.55214281527755,58.17927112375703,AI/ML,Manufacturing,3.6134745049916335,100174.88860908624
7.866440994540222,1,Tier 2,USA,100-300,1,77.87920717994265,70.61421345226819,Data Science,Consulting,5.137410740280054,120000
5.8978645056343275,2,Tier 1,Canada,100-300,1,99.4872480975575,70.67484302160592,Cybersecurity,Consulting,4.152394887459708,94963.10249485732
7.411028760729767,0,Tier 1,UK,100-300,2,57.38179648525508,87.6384126282921,Data Science,Tech,2.9870593368071177,120000
7.412038149044839,0,Tier 3,USA,300+,1,83.54304747432646,67.48848371868735,Data Science,Manufacturing,6.203146835426094,101705.3150771265
10,1,Tier 1,India,100-300,0,72.87911277221744,62.21719534932703,Core CS,Other,7.038852333386533,64978.311549082515
7.456712408554534,1,Tier 1,India,100-300,4,84.73574893561108,76.44670815899799,Data Science,Consulting,3.76217985111828,57075.3698256291
7.908452512144479,1,Tier 2,Canada,300+,0,86.10297422936978,88.15292203552764,Data Science,Healthcare,5.30841109170795,108446.98867948896
7.521113001044639,1,Tier 2,USA,100-300,4,69.95635582770012,77.23159818525303,Cloud,Tech,5.339706427631554,120000
6.747784604287723,1,Tier 2,India,100-300,3,65.028803666788,60.316025743586614,Cybersecurity,Manufacturing,7.699035514879564,44105.85437575445
7.607175376394614,1,Tier 1,Germany,100-300,0,77.27191952861212,89.75479040661381,Cloud,Finance,3.8739635138772006,108988.22203473435
6.381739828369943,0,Tier 2,UK,100-300,1,49.2066880053859,85.94579661797515,Cybersecurity,Finance,5.260098566818291,99424.3350126232
8.851726853338807,0,Tier 1,Canada,300+,0,65.47033196295752,66.09821170945453,AI/ML,Healthcare,6.448243554465427,120000
5.506187845926601,2,Tier 3,USA,100-300,2,77.12189333461404,94.23562717987978,AI/ML,Tech,3.7599943218045255,104692.73654392596
7.549008152299611,0,Tier 3,Germany,100-300,4,88.85558465046967,86.0427381067235,AI/ML,Healthcare,3.4530952775046178,75569.14066379011
6.622454507368453,0,Tier 1,USA,300+,2,65.5161219675849,62.29327810978094,Core CS,Consulting,4.900875232565505,120000
7.871160477573893,1,Tier 2,Canada,100-300,0,86.23042012147195,47.76835892013231,Core CS,Other,6.067040726726178,90866.31726711796
6.137804177656555,0,Tier 3,India,100-300,1,78.88679090441849,75.46894916931545,Data Science,Tech,5.845411381270892,42610.407587273425
7.543678199147741,1,Tier 1,USA,300+,1,86.078874662656645,58.278459320163734,Cloud,Healthcare,5.01979306440343,120000
7.17316687166558,1,Tier 1,UK,300+,0,80.7376876680774,68.4641013447243,AI/ML,Healthcare,4.847206047309911,120000
7.036457471923051,1,Tier 2,UK,300+,2,65.35672973833198,57.80644884605539,Data Science,Other,7.622015714557247,104485.19176937456
8.715155271460262,0,Tier 3,India,300+,0,71.01859610271056,85.41720054709856,Data Science,Consulting,8.51721584571833,48139.06280905946
7.507135217854409,1,Tier 2,UK,100-300,0,67.75856592206539,69.40843973649748,AI/ML,Finance,5.804438849117428,102929.99240187492
5.379885930673915,1,Tier 3,Canada,100-300,2,70.82520412995865,69.1040588350625,Data Science,Finance,6.011108652820341,80859.56256931539
7.149163451815542,0,Tier 1,UK,300+,2,73.54973577949849,59.76079171172088,Cybersecurity,Healthcare,6.113340940100703,109861.93196142318
6.47057082818529,0,Tier 1,UK,100-300,4,87.49386110424948,64.62012241225821,Cloud,Consulting,6.0915802208918395,100039.95522893124
7.681946667836979,2,Tier 2,UK,Top 100,3,59.68424560498119,72.98803697974839,Data Science,Other,5.696458529943027,117950.69429048285
6.9082108468264805,0,Tier 1,USA,Top 100,0,70.38190964087161,68.15956008127682,Cybersecurity,Manufacturing,4.210485710740789,120000
7.403989823184366,2,Tier 2,UK,Top 100,1,69.2633843638759,58.24740665995199,Cybersecurity,Other,7.133041693565513,99167.02801180987
7.692604155336097,2,Tier 3,USA,300+,2,72.54291951622022,69.32793966268979,Data Science,Other,7.545829954401534,101393.02283900073
6.039762874355379,0,Tier 3,India,100-300,2,75.15223113145197,66.72314407986684,AI/ML,Manufacturing,5.304287998499684,41018.338649111145
6.732399011327241,0,Tier 2,USA,100-300,1,71.01204764249738,100,Cloud,Consulting,4.379761741490588,101234.71545243709
6.620043751071235,1,Tier 1,India,Top 100,1,58.336286956697755,61.796607566660775,Data Science,Consulting,3.0765185014893333,61724.6030627617
8.4123633922248775,0,Tier 2,India,100-300,2,93.03537073501496,76.7080622148278,Cybersecurity,Manufacturing,5.394784713299389,51627.557599328335
7.323985368768764,2,Tier 1,India,300+,1,70.45417730705665,69.29530704365341,Core CS,Other,4.128195223140999,61149.175874776585
5.991292836531963,1,Tier 1,Canada,Top 100,3,73.66639507294161,81.31999863445247,Cybersecurity,Finance,3.221377546995534,111503.05759666588
8.697724957610106,0,Tier 2,UK,100-300,0,56.65971581156964,60.07817450422414,Cybersecurity,Manufacturing,5.602101035832313,92285.9691196364
7.825972208440918,2,Tier 1,Germany,100-300,4,68.85954719356971,72.6362287047857,AI/ML,Other,5.972718567625955,115837.49031902176
6.612612741706998,1,Tier 3,India,100-300,2,82.49392615196547,76.1868614202049,Data Science,Finance,9.6968761185881,41839.55474720675
8.013528919349298,0,Tier 2,Germany,300+,3,81.89024779880226,58.660127452065254,AI/ML,Consulting,6.396389206308855,102549.63468493208
7.61970724274347,0,Tier 2,India,300+,1,48.601423014188526,40.5016798544775,Cybersecurity,Manufacturing,3.0998221208497543,46795.31227060802
6.258455622737534,2,Tier 1,Germany,100-300,5,91.7677560779803,66.08888459533424,AI/ML,Finance,4.144691388931089,120000
6.95237971515056,2,Tier 2,Germany,100-300,1,77.94487886865942,53.73037532582456,AI/ML,Other,7.670874498912736,100457.31915144528
6.180489886932568,0,Tier 2,Germany,Top 100,2,59.301648485517696,66.58249198787635,Data Science,Tech,4.878481046152772,108298.58550090047
6.797945478885472,0,Tier 2,India,100-300,2,65.2745757807949,55.8679628231333,Cybersecurity,Other,5.0126262600214675,48538.78620553376
8.305929043145309,0,Tier 3,India,100-300,2,70.53874364445399,91.59867758568988,Data Science,Healthcare,6.210142436021437,47793.00733916109
7.104592461828873,0,Tier 1,Germany,100-300,4,97.97113380526054,71.38260625845287,Core CS,Other,1.6778364786999382,106656.0703935866
8.153018631252893,0,Tier 2,India,300+,0,70.19207111764821,50.764103739013976,Cloud,Other,4.758530884989384,46791.75008351903
7.930531001723968,0,Tier 1,India,Top 100,1,50.44657861446208,48.009759498743485,Data Science,Healthcare,5.538139681012669,63245.44691669413
7.008186448815669,1,Tier 2,UK,100-300,1,56.68801773114429,76.64586682054991,Cybersecurity,Tech,3.981533870267837,104010.86891853364
6.214793079161639,0,Tier 1,UK,Top 100,2,88.36695743774268,55.62299982697231,AI/ML,Finance,2.6536634597897586,120000
7.369682779410617,1,Tier 3,Germany,100-300,2,46.62968545952382,64.90853812166566,Data Science,Other,6.261883797746128,82324.63021934668
7.159247756458776,2,Tier 3,Germany,300+,1,51.545316871332815,81.23991139209402,Cybersecurity,Healthcare,4.568538017498561,66259.98417553728
7.529704539616837,2,Tier 3,Canada,100-300,2,62.00583720453603,48.500088286546344,Core CS,Tech,5.6326430508871335,95139.5407327494
8.268813452916282,1,Tier 2,UK,300+,4,61.02888346614485,57.65285822524027,AI/ML,Consulting,4.7648164734165,104827.8166736512
6.009747600938521,1,Tier 2,Germany,300+,3,69.04375359406001,69.59144538419297,Data Science,Tech,3.896092977801111,98038.61173393276
8.706426699725014,2,Tier 1,USA,300+,2,57.852507484557435,94.84556281001656,Data Science,Finance,5.233575277710903,120000
5.438329760381999,1,Tier 3,Germany,100-300,0,74.46718025109648,68.78003345227562,Cloud,Finance,5.074081640969893,65584.01166565724
6.878571923971533,0,Tier 2,UK,300+,5,89.44853832942863,62.93632886312619,Cybersecurity,Consulting,5.491815767868639,89584.49985770552
7.224793494188027,1,Tier 3,UK,300+,4,46.500457228287544,95.25418961772849,Cybersecurity,Manufacturing,6.2995990714108006,72979.06997207517
6.501840384143525,1,Tier 2,USA,300+,1,55.01430887702498,78.79954070564926,Cybersecurity,Healthcare,5.02095795926026,104682.199163584
6.83350219971418,2,Tier 1,India,100-300,1,77.84327299559118,48.72760082621639,Data Science,Consulting,7.539188286623617,63270.77144885872
6.528508194444631,1,Tier 1,USA,100-300,2,73.82241303186665,47.0974594127928,Cybersecurity,Tech,3.743326920402832,120000
7.67968167761682,2,Tier 3,Germany,100-300,0,93.0257901419278,67.48998733961083,Cybersecurity,Tech,5.706072068664769,75979.50463411213
7.285612388772038,3,Tier 1,India,Top 100,5,100,66.22491181102076,Core CS,Consulting,5.888462531640485,60133.299173142645
6.445672323791476,1,Tier 2,Germany,300+,2,82.14061579945438,68.2667547367139,AI/ML,Tech,5.97346140543452,92354.0140035163
7.503703073538889,2,Tier 3,India,300+,0,96.92233734987316,62.08008328501969,AI/ML,Consulting,5.002916156403044,46511.05504222801
6.336803991262342,1,Tier 3,USA,Top 100,0,67.1848435865033,70.22798790788535,Cybersecurity,Finance,1.6547360307036116,105650.24488385775
6.551855167842424,1,Tier 3,India,Top 100,1,78.04045517042454,74.92888561099481,AI/ML,Healthcare,4.451672872114107,46393.06380762012
7.597834884098609,1,Tier 1,USA,100-300,3,80.95304626466158,65.80554523909773,Data Science,Other,6.292144890732617,120000
7.488296212346772,1,Tier 1,Germany,300+,2,83.51684098967884,47.385167116350715,Core CS,Finance,3.5413326865477543,108126.3550624423
6.983278724828682,2,Tier 1,UK,300+,2,87.40562562731608,50.11114792747975,Cybersecurity,Finance,3.3698932265894985,111627.33331764083
8.02213191663074,1,Tier 3,USA,300+,2,80.97681206953534,51.92296199849855,Core CS,Manufacturing,5.465575843278412,99225.8870838358
6.838245878052884,1,Tier 2,Germany,Top 100,1,56.0939911318425,79.04069854729677,AI/ML,Consulting,6.168786302311319,106435.0219801087
6.825855037418224,1,Tier 1,Canada,Top 100,3,58.0717332157524,56.42161598972203,Cybersecurity,Healthcare,4.969364791195863,106706.05351753272
7.660333079190424,1,Tier 1,USA,300+,3,79.27082167081109,74.96807096797076,AI/ML,Consulting,6.978592625404381,120000
7.650807708800511,1,Tier 2,India,100-300,0,49.11670105120639,43.92230959565576,Core CS,Tech,4.9180770438791805,53897.652054957565
8.044383045723464,0,Tier 2,Germany,100-300,2,71.15426805733921,47.48415721772977,Cloud,Consulting,3.950584647761886,91045.79049935448
