"observation","fitted","residual","std_residual","studentized_residual","leverage","cooks_distance","high_cooks_sensitive","high_cooks_class","high_leverage","outlier_studentized"
1898,109061.286382858,10938.7136171423,2.11798534259395,2.11858839270895,0.00448178503038188,0.000721256400534145,TRUE,FALSE,FALSE,FALSE
1908,106380.78120208,-10007.4512536619,-1.93841643832112,-1.93885299189797,0.0052466622758717,0.000707789053507235,TRUE,FALSE,FALSE,FALSE
1924,101923.316766875,12688.503964236,2.45595276449069,2.4569623372889,0.00380713594360644,0.000823259870415664,TRUE,FALSE,FALSE,FALSE
1938,72141.2139083146,-12386.8268790085,-2.39898746748782,-2.39991938869181,0.00499151589034164,0.00103110668180059,TRUE,FALSE,FALSE,FALSE
1944,75513.8432206732,-13691.0319289448,-2.65094269910492,-2.65224824731124,0.00451598157633169,0.00113857205096065,TRUE,FALSE,FALSE,FALSE
1947,106413.675895987,13586.3241040127,2.63129492628865,2.63256846915273,0.0049898957605242,0.00124006659201089,TRUE,FALSE,FALSE,FALSE
1964,104055.29215771,11001.0508516879,2.12968224830446,2.13029727544493,0.00413302825017477,0.000672262111391696,TRUE,FALSE,FALSE,FALSE
1966,109465.512121705,10534.487878295,2.03962292824065,2.04014936763934,0.00438898867282917,0.000654962610373373,TRUE,FALSE,FALSE,FALSE
1968,105629.260347684,-12814.8645105454,-2.48129407495046,-2.48233944352955,0.00451626822335389,0.000997571436475426,TRUE,FALSE,FALSE,FALSE
1975,49395.587415571,-10574.0511028336,-2.04769479725971,-2.04822884020394,0.00478946942047281,0.000720683973447317,TRUE,FALSE,FALSE,FALSE
1983,105361.944736315,12413.4249301794,2.40300843514472,2.40394571106058,0.00405521851490638,0.000839714320971382,TRUE,FALSE,FALSE,FALSE
1984,107612.341774636,12387.6582253641,2.39769956481594,2.39862977495102,0.00378860044966661,0.000780834146328315,TRUE,FALSE,FALSE,FALSE
1985,91699.4169519889,-13817.2412598643,-2.67590205420085,-2.67724898539265,0.00490427107637835,0.0012603524197242,TRUE,FALSE,FALSE,FALSE
2003,81582.948727767,-12178.8752102083,-2.35780713189855,-2.35868530374657,0.00422684595592261,0.000842780599471114,TRUE,FALSE,FALSE,FALSE
2005,101464.999184275,12380.5192329215,2.39690710435985,2.39783626262601,0.00427842000545416,0.000881637127036322,TRUE,FALSE,FALSE,FALSE
2023,102149.012278401,13717.7389729515,2.65516267774661,2.65647516555324,0.00380259462330872,0.000961078499723355,TRUE,FALSE,FALSE,FALSE
2056,46412.3710732371,9182.95048703858,1.77919259816845,1.77950725447899,0.0057830440038061,0.000657602152760379,TRUE,FALSE,FALSE,FALSE
2086,83638.6069023402,-10173.8323148749,-1.97023073173856,-1.97069446733606,0.00482930381275018,0.000672764543741874,TRUE,FALSE,FALSE,FALSE
2098,51423.5658176465,12493.5999470556,2.41846775437608,2.41942579533854,0.00400491596530985,0.00083996034665514,TRUE,FALSE,FALSE,FALSE
2099,96894.3678327578,14075.1855468121,2.72429644329424,2.72572595292074,0.00376421629753766,0.00100152807748104,TRUE,FALSE,FALSE,FALSE
2117,133698.269680739,-13698.2696807387,-2.65349837397494,-2.65480812212352,0.00538185274343178,0.00136067702571046,TRUE,FALSE,FALSE,FALSE
2135,74918.3192425614,-13421.8373856523,-2.59889803687301,-2.60011989438415,0.0045760862286426,0.00110893624987873,TRUE,FALSE,FALSE,FALSE
2160,102491.486503713,-10364.1502963255,-2.00719950043089,-2.00769605186274,0.00494077410563601,0.000714445518845892,TRUE,FALSE,FALSE,FALSE
2164,91260.7904669129,-10756.9344852304,-2.08278045595224,-2.08334831284866,0.0044738642010391,0.000696240187517938,TRUE,FALSE,FALSE,FALSE
2210,60271.642671241,-11742.1316699887,-2.27462592157936,-2.27540147428686,0.00542730837641715,0.00100834675478714,TRUE,FALSE,FALSE,FALSE
2215,74768.1196400219,-10172.6411278264,-1.96998766260725,-1.9704511868392,0.00481678799843372,0.000670846984956986,TRUE,FALSE,FALSE,FALSE
2223,108389.601945582,10867.167324952,2.10379776839499,2.10438648191037,0.0041651183416637,0.000661134711835384,TRUE,FALSE,FALSE,FALSE
2236,49779.2155841542,-19119.8048394699,-3.70162932902861,-3.70547416781197,0.00426525527046342,0.00209618298075474,TRUE,FALSE,FALSE,TRUE
2251,98798.3213159378,-14602.9247730561,-2.82673202893357,-2.82834673826467,0.00396861606911191,0.00113704410773156,TRUE,FALSE,FALSE,FALSE
2257,67479.2568636596,11139.7101482627,2.15720723796723,2.15785101473275,0.00476268588081581,0.000795336648035969,TRUE,FALSE,FALSE,FALSE
2275,72016.0051614668,11635.1626644439,2.25351084097865,2.25426158487201,0.0050798612797191,0.000926029672855095,TRUE,FALSE,FALSE,FALSE
2283,86872.7475160893,12960.7640590552,2.50972098072968,2.51080743507921,0.00465661772201754,0.00105242342130085,TRUE,FALSE,FALSE,FALSE
2316,115380.63007933,-11553.9847160751,-2.23758853636525,-2.23832089896617,0.00490228916311549,0.000880918281576509,TRUE,FALSE,FALSE,FALSE
2335,91711.5748855793,10397.622880619,2.01332506231394,2.01382718048023,0.00458786648147237,0.000667233139485387,TRUE,FALSE,FALSE,FALSE
2346,94244.2306325613,11224.9634133661,2.17296481913536,2.17362541487444,0.00407396705606119,0.000689823184739193,TRUE,FALSE,FALSE,FALSE
2417,85059.7151121309,-10835.319064329,-2.0978855576373,-2.0984683582521,0.0044056371402525,0.000695555598763022,TRUE,FALSE,FALSE,FALSE
2488,100645.796544023,-12562.479782511,-2.43146112150666,-2.43243683462828,0.00372622429455779,0.00078970869956102,TRUE,FALSE,FALSE,FALSE
2490,62864.0312344943,11066.4248960613,2.1433421771345,2.14397137236259,0.00506600969239097,0.00083540435954222,TRUE,FALSE,FALSE,FALSE
2506,53149.0350963823,13791.3835650921,2.67065990576261,2.67199807772329,0.00472955426278044,0.00121048174999723,TRUE,FALSE,FALSE,FALSE
2542,89451.6392940271,10441.5296170533,2.02193334344519,2.02244334723026,0.00469270440809351,0.000688401247456231,TRUE,FALSE,FALSE,FALSE
2553,103836.032108948,-10897.1903835498,-2.10987848446427,-2.11047331704351,0.00441854880195864,0.000705601856747137,TRUE,FALSE,FALSE,FALSE
2562,81919.1163912081,-14661.3616684112,-2.83865933024935,-2.84029654080166,0.00440050076011107,0.0012719966008838,TRUE,FALSE,FALSE,FALSE
2600,91793.8954039369,-12961.3235664637,-2.50913155969579,-2.51021715207679,0.00410295098820599,0.000926340641386184,TRUE,FALSE,FALSE,FALSE
2621,42079.0331153414,12084.9068478706,2.33941001526296,2.34026481116947,0.00405230421768889,0.000795280197726787,TRUE,FALSE,FALSE,FALSE
2629,133624.298901582,-13624.2989015821,-2.63782300297235,-2.63910712425434,0.00436620359258178,0.00108977696420454,TRUE,FALSE,FALSE,FALSE
2644,95156.7418061735,-12515.1898915443,-2.42379999263335,-2.42476526161149,0.00495222281295701,0.00104421943218767,TRUE,FALSE,FALSE,FALSE
2655,33103.811953098,10091.8141854208,1.95479560178687,1.95524602847525,0.00528563190104947,0.00072517562664772,TRUE,FALSE,FALSE,FALSE
2660,107326.296510212,12673.7034897878,2.45398155548988,2.45498837642597,0.00453246107890078,0.000979245394500002,TRUE,FALSE,FALSE,FALSE
2666,95801.2801912354,14544.0406134022,2.81645278495686,2.81804826073225,0.004760020670213,0.00135496458458754,TRUE,FALSE,FALSE,FALSE
2681,109435.291236502,10564.7087634983,2.04553697317479,2.04606897709088,0.00445018105548764,0.000667992088941112,TRUE,FALSE,FALSE,FALSE
2684,106325.363266176,-13207.4813613066,-2.55723769073346,-2.55839505072175,0.00445607660438982,0.00104538528979232,TRUE,FALSE,FALSE,FALSE
2769,84235.0892395436,10781.0937165549,2.0878856706341,2.08845855203244,0.00488145086338111,0.000763711792287819,TRUE,FALSE,FALSE,FALSE
2775,28336.9943650839,11775.0421554138,2.28068773250237,2.28147049918634,0.00515391635109333,0.000962398844182191,TRUE,FALSE,FALSE,FALSE
2800,91303.8789856754,-10728.7789617153,-2.07732926135104,-2.07789178263544,0.00447418772363632,0.000692650772265982,TRUE,FALSE,FALSE,FALSE
2827,105765.65800739,12265.2585767444,2.37431059303272,2.37521006790823,0.00404214041810457,0.000817123050685974,TRUE,FALSE,FALSE,FALSE
2834,98989.2631292945,-10277.5983087155,-1.99040411043857,-1.99088558789594,0.00490769917825907,0.00069781300136827,TRUE,FALSE,FALSE,FALSE
2836,108699.255590491,-10532.0647946486,-2.03970037341217,-2.04022688545256,0.00492251397899905,0.000735029513030473,TRUE,FALSE,FALSE,FALSE
2880,105418.783549752,-12030.0230713425,-2.33006147618247,-2.33090454266517,0.00514275308755236,0.00100233208741099,TRUE,FALSE,FALSE,FALSE
2932,77788.4164490877,11467.9008298991,2.22045950432748,2.22117240333146,0.00449201097539914,0.000794554592122674,TRUE,FALSE,FALSE,FALSE
2949,58419.3018071057,-13766.0786899023,-2.66439908113334,-2.66572683896267,0.00371279786114847,0.00094483782825688,TRUE,FALSE,FALSE,FALSE
2959,47861.2135651152,-14396.6445976133,-2.78649507138268,-2.78803532519545,0.00374935579720956,0.00104363002914966,TRUE,FALSE,FALSE,FALSE
2980,42390.1032128841,13493.4522423169,2.611712027968,2.61295416759242,0.0037732916421104,0.000922687718240611,TRUE,FALSE,FALSE,FALSE
3021,61411.5301149575,-12808.5081554292,-2.47998834669517,-2.48103185182375,0.00445607952853269,0.000983181634473827,TRUE,FALSE,FALSE,FALSE
3022,92018.2589852166,10265.4764393139,1.98805422801373,1.98853361845275,0.00490538789944324,0.000695836814576829,TRUE,FALSE,FALSE,FALSE
3024,85386.9586544942,13030.9339887808,2.52249026875839,2.52359550217332,0.004010644278857,0.000915082847294991,TRUE,FALSE,FALSE,FALSE
3056,89685.7907352552,-11402.3909894451,-2.2075612756072,-2.20825972959514,0.00429903045438301,0.000751465582900774,TRUE,FALSE,FALSE,FALSE
3117,100538.385824571,-12297.7433308793,-2.38158959289797,-2.3824985644164,0.00487048379444825,0.000991444279135236,TRUE,FALSE,FALSE,FALSE
3161,96883.6200093177,-11249.9898893233,-2.17826634309975,-2.17893265688712,0.00449164676346278,0.000764582964103858,TRUE,FALSE,FALSE,FALSE
3182,106082.600670359,13917.3993296414,2.69380425959814,2.69518137674098,0.00379959715343356,0.000988473156556682,TRUE,FALSE,FALSE,FALSE
3197,73125.2325897224,-11263.9513080535,-2.18161083395801,-2.18228077045215,0.00507676784738994,0.000867349763034441,TRUE,FALSE,FALSE,FALSE
3217,107156.056494682,-13666.0062796302,-2.64540269999472,-2.64669917307054,0.00399331463639888,0.00100206716113513,TRUE,FALSE,FALSE,FALSE
3218,61551.2440195739,-13188.6176660196,-2.55380103978082,-2.55495317702952,0.00462427657870193,0.00108211357338862,TRUE,FALSE,FALSE,FALSE
3227,41250.9031262912,11082.4632281127,2.1458157312781,2.14644751302644,0.00447916248296596,0.00073990043123133,TRUE,FALSE,FALSE,FALSE
3229,130112.930318606,-10112.930318606,-1.95953285101813,-1.9599873380091,0.00594242577408901,0.000819783726725313,TRUE,FALSE,FALSE,FALSE
3235,105352.504129543,12676.1486052966,2.45438571976786,2.45539310454677,0.00447626365588625,0.000967367826282977,TRUE,FALSE,FALSE,FALSE
3289,132748.544396508,-12748.5443965077,-2.46855036400135,-2.46957763420617,0.00459498719212614,0.00100463992852745,TRUE,FALSE,FALSE,FALSE
3291,97892.1702605906,11604.3004421739,2.24740615411182,2.24814981749713,0.00496718424094301,0.000900488073822467,TRUE,FALSE,FALSE,FALSE
3307,57919.9847513386,-11687.3768734827,-2.26208392142593,-2.26284467839748,0.00372489550204543,0.00068327292177604,TRUE,FALSE,FALSE,FALSE
3312,75429.9616061908,-11556.3246482694,-2.23769437138491,-2.23842685524437,0.0045933557626048,0.000825226291069449,TRUE,FALSE,FALSE,FALSE
3344,86961.6858580453,10588.1276486753,2.05022611163758,2.0507625525007,0.00460048994253432,0.00069382852753409,TRUE,FALSE,FALSE,FALSE
3353,102597.572456649,-15349.232373136,-2.97191978256447,-2.97382208009422,0.00445301207855393,0.0014109390219487,TRUE,FALSE,FALSE,FALSE
3370,87146.5980860076,11575.5846766856,2.24217951583684,2.24291714978221,0.00526426981833331,0.000950195901662268,TRUE,FALSE,FALSE,FALSE
3376,132244.406317031,-12244.4063170308,-2.37083910392604,-2.37173407143789,0.00451686110890388,0.000910854398961303,TRUE,FALSE,FALSE,FALSE
3392,96234.3390318032,11794.5330301909,2.28311039624658,2.2838960575669,0.00397489469759591,0.000742935540547118,TRUE,FALSE,FALSE,FALSE
3397,107593.428318647,-10329.3605270488,-2.00109352927807,-2.00158456854881,0.00556888839816865,0.000800885729749559,TRUE,FALSE,FALSE,FALSE
3427,47972.8132438182,-10608.596129437,-2.05429057196079,-2.05483087658057,0.00469842178797977,0.000711480536227431,TRUE,FALSE,FALSE,FALSE
3449,78638.6037462873,-9871.54022958955,-1.91221203693175,-1.9126269250381,0.00537275639665822,0.000705425026466823,TRUE,FALSE,FALSE,FALSE
